10939,50,ITALY,NULL,GARGANO PENINSULA,NULL,NULL
16221,85,JAPAN,CHIBA,AWA,35.11,140.1
16220,85,JAPAN,CHIBA,WADA,35.033,140.833
155,84,PHILIPPINES,NULL,"CAGAYAN, W. LUZON",18.3,121.8
29947,84,PHILIPPINES,ILOCOS NORTE,BANGUI,18.52,120.7
156,50,GREECE,NULL,KYTHIRA ISLAND,36.25,23
157,83,INDONESIA,MALUKU,"BANDANAIRA (BANDA-NEIRA), BANDA IS.",-4.529,129.9
159,83,INDONESIA,MALUKU,"FORT NASSAU, BANDA ISLAND",-4.529,129.898889
160,83,INDONESIA,MALUKU,"LONTOR, BANDA ISLANDS",-4.55,129.867
10940,50,ITALY,CAMPANIA,BAY OF NAPLES,40.83,14.25
28208,85,JAPAN,KANAGAWA,SAGAMI BAY,35.2,139.5
161,85,JAPAN,SHIZUOKA,ATAMI,35.089,139.069
28209,85,JAPAN,SHIZUOKA,"IZU PENINSULA, HONSHU",34.8,139.06
162,89,CHILE,CHILOE,"FORT CARELMAPU, ISLA DE CHILOE",-41.7497,-73.7083
16149,50,EGYPT,NULL,NILE RIVER,31.2,29.919
163,50,GREECE,NULL,ISLAND OF ZAKYNTHOS (ZAKINTHOS),37.79,20.9
15706,84,CHINA,NULL,"LUOTIAN, HUBEI PROVINCE",30.783,115.333
25523,84,SOUTH KOREA,NULL,PUSAN,35.1,129.04
26190,50,GREECE,NULL,"KEFALLONIA ISLAND, IONIAN ISLANDS",38.17,20.48
10942,50,ITALY,NULL,CALABRIA,NULL,NULL
164,85,JAPAN,HOKKAIDO,HIDAKA,42.87,142.46
165,85,JAPAN,SHIZUOKA,UCHIURA BAY,42.13,140.7
19483,85,JAPAN,HOKKAIDO,TOKACHI,42.3,143.317
25524,84,CHINA,NULL,GUANGDONG (KWANGTUNG),23.5306,116.225
16101,84,CHINA,NULL,CHIEYANG [JIEYANG],23.533,116.333
16100,84,CHINA,NULL,CHENGHAI,23.467,116.75
16102,84,CHINA,NULL,CHUOGANG,NULL,NULL
167,73,AZORES (PORTUGAL),NULL,"VELAS, ILHA DE SAO JORGE, AZORES",38.68,-28.22
10417,85,JAPAN,CHIBA,BOSO PENINSULA,34.9,139.85
25525,84,SOUTH KOREA,NULL,KEISHODO,35.5,129.4
168,85,JAPAN,AKITA,KISAGATA,39.2167,139.9
16368,84,PHILIPPINES,NULL,MANILA,14.604,120.982
10944,50,ITALY,TUSCANY,LIVORNO,43.55,10.31
169,50,TURKEY,NULL,ISTANBUL (CONSTANTINOPLE),41.019,28.965
171,89,PERU,NULL,CALLAO,-12.05,-77.15
170,89,CHILE,ARICA,ARICA,-18.467,-70.333
10945,50,ITALY,SICILY,"MESSINA, SICILY",38.18,15.562
172,84,SOUTH KOREA,NULL,CHOLLA PROVINCE,35.5,126.5
173,50,GREECE,NULL,"CYCLADES, SANTO",NULL,NULL
174,50,GREECE,NULL,IOS,36.73,25.27
175,50,GREECE,NULL,EAST COAST PATMOS,37.33,26.5
176,50,GREECE,NULL,WEST COAST PATMOS,37.33,26.5
177,50,GREECE,NULL,SIKINOS,NULL,NULL
178,50,GREECE,NULL,CRETE,35.5,25
179,50,GREECE,NULL,KEA,37.65,24.33
